Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
Modern_marine_rock_biofilm.mb.52	k__Bacteria (UID1453)	901	171	117	97.86	1.71	0.00	3881285	0	66	66	109730	109730	58807	58807	345883	345883	64.3097840019	2.11	0.899123614988	11	3401	3	166	2	0	0	0	42	0	UID1454	k__Bacteria;p__Actinobacteria;c__Actinobacteria	unresolved	64.3097840019	3.881285	3401	0.899123614988	11	732	64.747463765	6.97303493583	4.43816571721	2.15864758581	4122.23224044	1980.73954993
Modern_marine_rock_biofilm.mb.51	k__Bacteria (UID3060)	138	335	244	95.49	2.05	0.00	2794080	0	121	121	35363	35363	23091	23091	111265	111265	35.3213222241	3.60	0.913991009563	11	2753	12	318	5	0	0	0	42	0	UID3167	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	f__Helicobacteraceae;g__Sulfurovum;s__	35.3213222241	2.79408	2753	0.913991009563	11	2	48.891700993	5.02021481094	2.331781	0.230496	2349.0	176.0
KR13_S3.mb.34	k__Bacteria (UID2329)	174	149	89	65.88	0.00	0.00	890876	0	186	186	5301	5301	4789	4789	26338	26338	35.894220969	8.45	0.794313686753	11	942	44	105	0	0	0	0	33	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	35.894220969	0.890876	942	0.794313686753	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
Modern_marine_glass_biofilm.mb.93	c__Deltaproteobacteria (UID3216)	83	247	155	14.09	0.00	0.00	618106	0	217	217	2816	2816	2848	2848	6982	6982	50.8425739274	2.51	0.881610921104	11	719	203	44	0	0	0	0	12	0	UID3222	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	unresolved	50.8425739274	0.618106	719	0.881610921104	11	10	47.573190738	4.42758846031	4.9265228	0.75252118178	4496.4	598.472422088
Old_saline.mb.72	k__Bacteria (UID1452)	924	161	108	49.81	0.19	0.00	491852	0	81	81	7146	7146	6072	6072	17803	17803	40.371493864	2.42	0.92392223677	11	559	73	87	1	0	0	0	28	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	40.371493864	0.491852	559	0.92392223677	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
Modern_marine_glass_biofilm.mb.92	k__Bacteria (UID2565)	2921	152	93	95.70	3.77	0.00	3185036	0	250	250	25739	25739	12740	12740	110582	110582	39.5579516213	3.40	0.915990274521	11	2808	4	142	6	0	0	0	42	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	39.5579516213	3.185036	2808	0.915990274521	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
KR13_S3.mb.39	k__Bacteria (UID203)	5449	102	56	20.62	0.00	0.00	538398	0	190	190	2796	2796	2833	2833	7976	7976	44.7681826456	3.08	0.885270747663	11	628	83	19	0	0	0	0	9	0	UID3222	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	unresolved	44.7681826456	0.538398	628	0.885270747663	11	10	47.573190738	4.42758846031	4.9265228	0.75252118178	4496.4	598.472422088
Old_saline_planktonic.mb.15	root (UID1)	5656	56	24	0.00	0.00	0.00	1065083	0	311	311	3248	3248	3424	3424	19682	19682	43.25446937	9.17	0.935951470449	11	1801	56	0	0	0	0	0	0	0	NA	NA	unresolved	43.25446937	1.065083	1801	0.935951470449	11	NA	NA	NA	NA	NA	NA	NA
KR13_S3.mb.38	k__Bacteria (UID3187)	2258	190	119	69.87	2.57	0.00	1526952	0	361	361	4438	4438	4229	4229	15443	15443	41.0917304539	1.86	0.87410933677	11	1581	64	122	4	0	0	0	20	1	UID3215	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Deferrisoma;f__Deferrisoma;g__Deferrisoma;s__Deferrisoma_camini	41.0917304539	1.526952	1581	0.87410933677	11	84	58.0589820201	8.68953006244	4.57293354762	1.49471208556	4071.72619048	1119.37102185
Modern_marine_glass_biofilm.mb.97	k__Bacteria (UID1453)	901	171	117	53.11	2.56	50.00	1876972	0	437	437	4660	4660	4295	4295	24800	24800	68.659948044	2.02	0.915822931828	11	2200	75	92	4	0	0	0	26	0	UID1455	k__Bacteria;p__Actinobacteria;c__Actinobacteria	o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium_ferrooxidans	68.659948044	1.876972	2200	0.915822931828	11	701	64.9347552715	6.79360806754	4.49661965906	2.15301080913	4175.64194009	1972.29652275
Modern_marine_glass_biofilm.mb.96	k__Bacteria (UID2565)	2921	152	93	85.96	2.15	50.00	1730823	0	149	149	18809	18809	11616	11616	87626	87626	39.4203797846	3.14	0.935402984592	11	1705	15	135	2	0	0	0	40	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	39.4203797846	1.730823	1705	0.935402984592	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
Old_saline.mb.73	root (UID1)	5656	56	24	0.00	0.00	0.00	830465	0	262	262	2938	2938	3169	3169	15864	15864	45.6659823111	6.49	0.929616540131	11	1475	56	0	0	0	0	0	0	0	NA	NA	unresolved	45.6659823111	0.830465	1475	0.929616540131	11	NA	NA	NA	NA	NA	NA	NA
Modern_marine_glass_biofilm.mb.95	k__Bacteria (UID2982)	88	230	148	88.83	1.24	33.33	3665400	0	229	229	29312	29312	16006	16006	128793	128793	55.0903312053	2.76	0.886951492334	11	3138	20	207	3	0	0	0	39	0	UID2993	k__Bacteria	p__Verrucomicrobia	55.0903312053	3.6654	3138	0.886951492334	11	77	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
Undefined_mixed_planktonic.mb.118	root (UID1)	5656	56	24	0.00	0.00	0.00	11268316	0	2885	2885	3882	3882	3905	3905	121557	121557	36.2719593593	3.63	0.926634734063	11	19967	56	0	0	0	0	0	0	0	NA	NA	unresolved	36.2719593593	11.268316	19967	0.926634734063	11	NA	NA	NA	NA	NA	NA	NA
Undefined_mixed_planktonic.mb.119	root (UID1)	5656	56	24	0.00	0.00	0.00	212607	0	48	48	4810	4810	4429	4429	14105	14105	30.4453757402	2.15	0.925877322948	11	359	56	0	0	0	0	0	0	0	NA	NA	unresolved	30.4453757402	0.212607	359	0.925877322948	11	NA	NA	NA	NA	NA	NA	NA
Undefined_mixed_planktonic.mb.116	k__Bacteria (UID1452)	924	151	101	29.66	0.50	100.00	454056	0	110	110	4250	4250	4127	4127	14436	14436	45.6692566556	2.11	0.933409094913	11	545	105	45	1	0	0	0	14	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	45.6692566556	0.454056	545	0.933409094913	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
Undefined_mixed_planktonic.mb.117	root (UID1)	5656	56	24	0.00	0.00	0.00	645714	0	62	62	16420	16420	10414	10414	36020	36020	44.5906391994	2.19	0.85645037896	11	687	56	0	0	0	0	0	0	0	NA	NA	unresolved	44.5906391994	0.645714	687	0.85645037896	11	NA	NA	NA	NA	NA	NA	NA
Undefined_mixed_planktonic.mb.114	k__Bacteria (UID1452)	924	151	101	28.82	0.00	0.00	383342	0	117	117	3411	3411	3276	3276	8628	8628	40.9031621894	3.74	0.909863776993	11	487	103	48	0	0	0	0	16	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	40.9031621894	0.383342	487	0.909863776993	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
Modern_marine_glass_biofilm.mb.94	k__Archaea (UID2)	207	149	107	61.41	0.31	100.00	1123412	0	271	271	4283	4283	4145	4145	18239	18239	32.4340491289	2.19	0.916788319868	11	1341	56	92	1	0	0	0	31	0	UID1	k__Archaea (root)	k__Archaea	32.4340491289	1.123412	1341	0.916788319868	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
Undefined_mixed_planktonic.mb.112	k__Bacteria (UID2565)	2921	152	93	67.21	2.15	0.00	1585630	0	387	387	4495	4495	4097	4097	14922	14922	46.0183018737	3.30	0.900700037209	11	1714	51	99	2	0	0	0	29	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	46.0183018737	1.58563	1714	0.900700037209	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
Undefined_mixed_planktonic.mb.113	k__Bacteria (UID1453)	901	171	117	55.56	0.00	0.00	635949	0	83	83	10373	10373	7662	7662	33545	33545	48.1483578086	1.54	0.917988706642	11	786	64	107	0	0	0	0	37	0	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci	48.1483578086	0.635949	786	0.917988706642	11	169	50.1629813722	12.0228236511	4.39149491716	1.99838199454	4148.5443787	1625.20651017
Undefined_mixed_planktonic.mb.110	o__Burkholderiales (UID4105)	54	553	264	99.61	0.55	66.67	5418410	0	60	60	169008	169008	90306	90306	424770	424770	63.1341297539	1.85	0.890791209967	11	4955	4	546	3	0	0	0	43	0	UID4156	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	unresolved	63.1341297539	5.41841	4955	0.890791209967	11	2	64.4414944891	0.800416691442	4.7929635	0.8049795	4420.0	695.0
Undefined_mixed_planktonic.mb.111	o__Rhizobiales (UID3450)	238	513	244	99.10	1.87	66.67	4638201	0	69	69	112366	112366	67220	67220	258088	258088	64.8496690851	1.17	0.906364126954	11	4446	3	504	6	0	0	0	42	1	UID3457	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	g__Mesorhizobium	64.8496690851	4.638201	4446	0.906364126954	11	24	62.6072126738	0.848462862337	6.50563808333	0.897447015466	6357.66666667	868.6187151
MM_PC_MetaG.mb.196	k__Bacteria (UID2570)	433	270	179	98.32	1.12	0.00	4748720	0	36	36	221171	221171	131908	131908	994343	994343	34.7934601324	1.01	0.906654845937	11	3986	3	265	2	0	0	0	43	0	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus	34.7934601324	4.74872	3986	0.906654845937	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
MM_PC_MetaG.mb.197	k__Bacteria (UID1452)	924	151	101	71.69	4.05	40.00	616770	0	45	45	19994	19994	13706	13706	41430	41430	39.6857823824	1.26	0.900385881285	11	653	34	112	5	0	0	0	37	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	39.6857823824	0.61677	653	0.900385881285	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
MM_PC_MetaG.mb.194	k__Bacteria (UID2565)	2921	152	93	67.99	4.40	33.33	935524	0	198	198	5405	5405	4724	4724	19566	19566	41.5876022422	1.78	0.936516861139	11	1071	41	105	6	0	0	0	35	1	UID2982	k__Bacteria	unresolved	41.5876022422	0.935524	1071	0.936516861139	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
MM_PC_MetaG.mb.195	k__Bacteria (UID203)	5449	104	58	60.89	0.00	0.00	794147	0	183	183	4666	4666	4339	4339	17929	17929	35.8208241044	2.44	0.897493788933	11	973	29	75	0	0	0	0	35	0	UID1	k__Bacteria (root)	k__Bacteria	35.8208241044	0.794147	973	0.897493788933	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
MM_PC_MetaG.mb.192	k__Bacteria (UID2328)	3167	126	75	94.13	4.89	16.67	2127156	0	89	89	40543	40543	23900	23900	128524	128524	32.5531836875	2.05	0.905829191653	11	2069	27	93	6	0	0	0	24	0	UID2367	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma	unresolved	32.5531836875	2.127156	2069	0.905829191653	11	6	29.5987556843	1.46971709917	1.44827616667	0.187749372964	1388.16666667	177.095470172
MM_PC_MetaG.mb.193	k__Bacteria (UID1452)	924	161	108	74.23	1.95	33.33	1021861	0	128	128	10944	10944	7983	7983	33682	33682	45.7793183222	2.01	0.876543874363	11	1114	32	126	3	0	0	0	40	1	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	45.7793183222	1.021861	1114	0.876543874363	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
MM_PC_MetaG.mb.190	k__Bacteria (UID209)	5443	105	59	76.55	0.85	100.00	706581	0	95	95	9800	9800	7437	7437	31384	31384	38.0235245499	2.10	0.892394502541	11	855	15	89	1	0	0	0	37	0	UID209	k__Bacteria	p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae	38.0235245499	0.706581	855	0.892394502541	11	5443	49.2802786832	13.0437086269	3.80716384788	1.82606099193	3594.01377917	1662.99947452
MM_PC_MetaG.mb.191	k__Bacteria (UID2495)	2993	143	89	25.49	0.00	0.00	333749	0	113	113	2935	2935	2953	2953	5866	5866	36.5364390605	2.32	0.931891930762	11	442	104	39	0	0	0	0	12	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	36.5364390605	0.333749	442	0.931891930762	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
Modern_marine.mb.1	root (UID1)	5656	56	24	0.00	0.00	0.00	315948	0	47	47	10653	10653	6722	6722	34109	34109	32.612328611	1.87	0.862572322028	11	381	56	0	0	0	0	0	0	0	NA	NA	unresolved	32.612328611	0.315948	381	0.862572322028	11	NA	NA	NA	NA	NA	NA	NA
Modern_marine.mb.3	k__Bacteria (UID1452)	924	161	108	22.73	0.00	0.00	372800	0	121	121	2999	2999	3080	3080	6562	6562	41.0426502146	1.86	0.92482027897	11	429	117	44	0	0	0	0	17	0	UID2307	k__Bacteria	p__Chloroflexi	41.0426502146	0.3728	429	0.92482027897	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
Modern_marine.mb.2	o__Sphingomonadales (UID3310)	26	569	293	65.69	1.34	71.43	1896650	0	492	492	4222	4222	3854	3854	23902	23902	66.1240081196	2.36	0.909724514275	11	2210	202	360	7	0	0	0	23	0	UID3325	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	g__Erythrobacter;s__	66.1240081196	1.89665	2210	0.909724514275	11	4	63.9694777129	1.00839961179	3.1034825	0.11094566191	3098.75	110.08491041
Modern_marine.mb.5	k__Bacteria (UID203)	5449	104	58	17.24	0.00	0.00	806988	0	272	272	2941	2941	2966	2966	7451	7451	67.4095525584	2.42	0.904857321298	11	1016	90	14	0	0	0	0	5	0	UID3429	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	o__Caulobacterales;f__Caulobacteraceae	67.4095525584	0.806988	1016	0.904857321298	11	19	62.5362358331	7.36462226471	3.96550194737	0.895892044112	3773.78947368	724.959423833
Modern_marine.mb.4	k__Bacteria (UID1452)	924	151	101	45.03	0.00	0.00	530863	0	163	163	3173	3173	3256	3256	8935	8935	36.9340112232	1.81	0.904704226891	11	663	75	76	0	0	0	0	25	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	36.9340112232	0.530863	663	0.904704226891	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
MM_PC_MetaG.mb.198	k__Bacteria (UID2565)	2921	152	93	70.69	0.00	0.00	1317893	0	299	299	4831	4831	4407	4407	15140	15140	46.2372893702	2.20	0.885936870444	11	1335	52	100	0	0	0	0	21	0	UID2982	k__Bacteria	unresolved	46.2372893702	1.317893	1335	0.885936870444	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
MM_PC_MetaG.mb.199	k__Bacteria (UID203)	5449	104	58	77.87	73.20	60.44	2167086	0	224	224	14335	14335	9674	9674	63421	63421	43.587517985	4.95	0.879859867121	11	2642	16	5	79	4	0	0	2	37	UID2309	k__Bacteria;p__Chloroflexi	unresolved	43.587517985	2.167086	2642	0.879859867121	11	14	58.5159979235	4.80948739763	4.70641157143	1.0439035214	3933.14285714	717.183464986
MM_PW_MetaG.mb.43	c__Gammaproteobacteria (UID4445)	228	583	244	99.59	0.14	0.00	4471621	0	33	33	277585	277585	135503	135503	417216	417216	63.0043556911	1.34	0.898258148443	11	4157	19	563	1	0	0	0	29	0	UID4505	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_2;s__Pseudomonas_stutzeri	g__Pseudomonas;s__	63.0043556911	4.471621	4157	0.898258148443	11	2	62.6322452433	0.0332865906449	4.6789245	0.0301395	4408.0	34.0
MM_PW_MetaG.mb.42	k__Bacteria (UID203)	5449	104	58	25.86	0.00	0.00	4158667	0	686	686	7326	7326	6062	6062	118977	118977	60.9511894076	2.06	0.896656067918	11	4142	89	15	0	0	0	0	1	0	UID4577	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	s__Pseudomonas_fluorescens	60.9511894076	4.158667	4142	0.896656067918	11	8	60.5110503103	0.4159500274	6.5723555	0.59249500119	6036.75	567.526376039
MM_PW_MetaG.mb.41	k__Bacteria (UID203)	5449	103	57	0.96	0.48	0.00	220999	0	58	58	4216	4216	3810	3810	8383	8383	27.8575921158	2.50	0.927940850411	11	385	97	3	3	0	0	0	1	3	UID222	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae	g__Mesotoga;s__Mesotoga_prima	27.8575921158	0.220999	385	0.927940850411	11	2	43.4974458096	1.95145744928	2.6390395	0.3369135	2478.5	257.5
MM_PW_MetaG.mb.40	k__Bacteria (UID2495)	2993	143	89	74.72	1.19	0.00	1090821	0	233	233	5378	5378	4681	4681	29002	29002	34.1686674532	2.45	0.899749821465	11	1184	29	112	2	0	0	0	37	1	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	34.1686674532	1.090821	1184	0.899749821465	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
MM_PW_MetaG.mb.47	o__Burkholderiales (UID4000)	193	427	214	98.33	0.00	0.00	4114581	0	70	70	99025	99025	58779	58779	413527	413527	65.9464961317	1.48	0.919525220186	11	3722	5	422	0	0	0	0	43	0	UID4113	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Rubrivivax	unresolved	65.9464961317	4.114581	3722	0.919525220186	11	6	70.2661085467	1.21462373246	4.755342	0.510723553073	4398.33333333	409.790461361
MM_PW_MetaG.mb.46	k__Bacteria (UID3187)	2258	182	112	38.67	0.45	0.00	1826030	0	609	609	2962	2962	2998	2998	9504	9504	33.7320306895	2.55	0.900432084906	11	2301	120	61	1	0	0	0	12	0	UID3299	k__Bacteria;p__Proteobacteria	c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Bacteriovorax;s__	33.7320306895	1.82603	2301	0.900432084906	11	4	42.9735026902	5.19804236771	3.22465525	0.427616908692	3116.25	388.362185981
MM_PW_MetaG.mb.45	root (UID1)	5656	56	24	0.00	0.00	0.00	411813	0	25	25	25986	25986	16472	16472	67271	67271	52.9745297016	1.12	0.833725501623	11	533	56	0	0	0	0	0	0	0	NA	NA	unresolved	52.9745297016	0.411813	533	0.833725501623	11	NA	NA	NA	NA	NA	NA	NA
MM_PW_MetaG.mb.44	k__Bacteria (UID203)	5449	104	58	62.07	0.00	0.00	4108920	0	287	287	20308	20308	14316	14316	138719	138719	46.423026002	1.11	0.908897715215	11	3905	65	39	0	0	0	0	4	0	UID4806	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__	46.423026002	4.10892	3905	0.908897715215	11	6	48.9928982875	2.15722032023	4.04704966667	0.31166346239	3801.66666667	249.725627217
MM_PW_MetaG.mb.49	k__Archaea (UID2)	207	149	107	78.04	1.25	50.00	861787	0	76	76	16134	16134	11339	11339	41982	41982	35.784016236	1.51	0.904938227195	11	1045	25	122	2	0	0	0	41	1	UID1	k__Archaea (root)	k__Archaea	35.784016236	0.861787	1045	0.904938227195	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
MM_PW_MetaG.mb.48	root (UID1)	5656	56	24	0.00	0.00	0.00	203258	0	61	61	3400	3400	3332	3332	9019	9019	28.7845988842	2.04	0.892855385766	11	334	56	0	0	0	0	0	0	0	NA	NA	unresolved	28.7845988842	0.203258	334	0.892855385766	11	NA	NA	NA	NA	NA	NA	NA
Old_saline.mb.29	k__Bacteria (UID203)	5449	104	58	3.45	0.00	0.00	772790	0	275	275	2692	2692	2810	2810	8919	8919	60.7782191799	2.33	0.891837368496	11	976	100	4	0	0	0	0	3	0	UID3561	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	f__Rhizobiaceae	60.7782191799	0.77279	976	0.891837368496	11	85	59.7673860735	4.95185063326	6.51772718824	1.34441502232	6328.22352941	1342.52776838
Old_saline.mb.28	root (UID1)	5656	56	24	0.00	0.00	0.00	328293	0	2	2	253467	253467	164146	164146	253467	253467	62.8941220191	0.67	0.911466281645	11	312	56	0	0	0	0	0	0	0	NA	NA	unresolved	62.8941220191	0.328293	312	0.911466281645	11	NA	NA	NA	NA	NA	NA	NA
MM_PC_MetaG.mb.206	k__Archaea (UID2)	207	149	107	48.88	0.00	0.00	337320	0	51	51	8565	8565	6614	6614	18752	18752	32.9944859481	1.59	0.915697260761	11	479	69	80	0	0	0	0	31	0	UID1	k__Archaea (root)	k__Archaea	32.9944859481	0.33732	479	0.915697260761	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
MM_PC_MetaG.mb.207	k__Bacteria (UID203)	5449	104	58	0.31	0.00	0.00	213293	0	5	5	116042	116042	42658	42658	116042	116042	42.48240683	1.46	0.952937977336	11	298	102	2	0	0	0	0	2	0	UID1	k__Bacteria (root)	k__Bacteria	42.48240683	0.213293	298	0.952937977336	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
MM_PC_MetaG.mb.204	k__Bacteria (UID203)	5449	104	58	60.89	0.86	0.00	718150	0	107	107	8949	8949	6711	6711	22621	22621	39.8184223352	2.44	0.922212629673	11	868	27	76	1	0	0	0	36	0	UID1	k__Bacteria (root)	k__Bacteria	39.8184223352	0.71815	868	0.922212629673	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
MM_PC_MetaG.mb.205	k__Archaea (UID2)	207	149	107	38.67	0.93	0.00	536700	0	144	144	3900	3900	3727	3727	9313	9313	37.4805291597	1.60	0.923419042296	11	705	92	56	1	0	0	0	17	0	UID1	k__Archaea (root)	k__Archaea	37.4805291597	0.5367	705	0.923419042296	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
MM_PC_MetaG.mb.202	k__Archaea (UID2)	207	149	107	45.22	0.93	0.00	587403	0	148	148	4180	4180	3968	3968	13220	13220	37.6261272074	2.01	0.908509149596	11	836	77	71	1	0	0	0	25	0	UID1	k__Archaea (root)	k__Archaea	37.6261272074	0.587403	836	0.908509149596	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
MM_PC_MetaG.mb.203	k__Bacteria (UID2495)	2993	143	89	92.49	0.07	100.00	3426641	0	539	539	8325	8325	6357	6357	46626	46626	38.7247453118	3.17	0.915314735334	11	3297	9	133	1	0	0	0	39	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	o__Spirochaetales	38.7247453118	3.426641	3297	0.915314735334	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
MM_PC_MetaG.mb.200	k__Bacteria (UID1452)	924	151	101	62.05	2.97	33.33	1030590	0	137	137	10721	10721	7522	7522	38473	38473	36.6391096362	2.43	0.937038977673	11	1185	43	105	3	0	0	0	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	36.6391096362	1.03059	1185	0.937038977673	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
MM_PC_MetaG.mb.201	root (UID1)	5656	56	24	0.00	0.00	0.00	18571611	0	4774	4774	3974	3974	3890	3890	49249	49249	45.125304423	8.41	0.928148882722	11	31985	56	0	0	0	0	0	0	0	NA	NA	unresolved	45.125304423	18.571611	31985	0.928148882722	11	NA	NA	NA	NA	NA	NA	NA
OS_PC_MetaG.mb.69	k__Bacteria (UID3187)	2258	188	117	91.40	1.71	0.00	7669993	0	122	122	140986	140986	62868	62868	333413	333413	42.0037019591	4.27	0.844956572972	11	6447	11	172	5	0	0	0	42	0	UID3198	k__Bacteria	p__Nitrospinae;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__Nitrospina_gracilis	42.0037019591	7.669993	6447	0.844956572972	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
MM_PC_MetaG.mb.208	k__Bacteria (UID203)	5449	102	56	10.71	0.00	0.00	441337	0	166	166	2603	2603	2658	2658	9174	9174	53.3227442974	4.29	0.867577384176	11	519	96	6	0	0	0	0	1	0	UID3223	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulforegula;s__Desulforegula_conservatrix	53.3227442974	0.441337	519	0.867577384176	11	8	47.4565553763	3.5848694404	5.14783525	0.643746530443	4669.0	539.937727891
